author_name,author_gender,birthplace,pub_date,book_id,book_title,genre,pages,book_average_rating,book_fullurl
Robin Kaye,female,United States,2008,4412611,"Romeo, Romeo",Romance,383,3.81,https://www.goodreads.com/book/show/4412611-romeo-romeo
Augusten Burroughs,male,United States,2008,2145681,A Wolf at the Table,Autobiography,242,3.72,https://www.goodreads.com/book/show/2145681.A_Wolf_at_the_Table
Lynn Lorenz,female,United States,2008,6287109,Rush in the Dark,Romance,154,3.68,https://www.goodreads.com/book/show/6287109-rush-in-the-dark
Laura Miller,female,United States,2008,3790544,The Magician's Book: A Skeptic's Adventures in Narnia,Nonfiction,311,3.79,https://www.goodreads.com/book/show/3790544-the-magician-s-book
Karen Harrington,female,United States,2008,2212213,Janeology,Fiction,250,3.56,https://www.goodreads.com/book/show/2212213.Janeology
Anne Bishop,female,United States,2008,997846,Tangled Webs,Fantasy,368,4.04,https://www.goodreads.com/book/show/997846.Tangled_Webs
Elizabeth Chadwick,female,United Kingdom,2008,3021946,The Time of Singing,Historical,514,4.08,https://www.goodreads.com/book/show/3021946-the-time-of-singing
Sharon Kay Penman,female,United States,2008,2859559,Devil's Brood,Historical,736,4.37,https://www.goodreads.com/book/show/2859559-devil-s-brood
Kathi Appelt,male,United States,2008,2768169,The Underneath,Fantasy,313,3.95,https://www.goodreads.com/book/show/2768169-the-underneath
Jessica Day George,female,United States,2008,2208744,Dragon Flight,Fantasy,262,4.18,https://www.goodreads.com/book/show/2208744.Dragon_Flight
Al Sarrantonio,male,United States,2008,3017080,Halloween and Other Seasons,Holiday,287,3.32,https://www.goodreads.com/book/show/3017080-halloween-and-other-seasons
Anita Shreve,female,United States,2008,3121162,Testimony,Fiction,320,3.56,https://www.goodreads.com/book/show/3121162-testimony
J.R. Reardon,female,United States,2008,4496091,Confidential Communications,Thriller,180,3.78,https://www.goodreads.com/book/show/4496091-confidential-communications
Karen Marie Moning,female,United States,2008,2702704,Faefever,Fantasy,327,4.33,https://www.goodreads.com/book/show/2702704-faefever
Jim Butcher,male,United States,2008,2903736,Princeps' Fury,Fantasy,386,4.36,https://www.goodreads.com/book/show/2903736-princeps-fury
Brent Weeks,male,United States,2008,3754016,Shadow's Edge,Fantasy,636,4.27,https://www.goodreads.com/book/show/3754016-shadow-s-edge
Christina Dodd,female,United States,2008,2440645,Into The Shadow,Romance,378,4.2,https://www.goodreads.com/book/show/2440645.Into_The_Shadow
Zilpha Keatley Snyder,female,United States,2008,2504935,The Bronze Pen,Fantasy,200,3.33,https://www.goodreads.com/book/show/2504935.The_Bronze_Pen
Margarita Engle,female,United States,2008,2871746,The Surrender Tree: Poems of Cuba's Struggle for Freedom,Poetry,169,3.94,https://www.goodreads.com/book/show/2871746-the-surrender-tree
Jordan Castillo Price,female,United States,2008,11265184,Payback,Romance,33,3.75,https://www.goodreads.com/book/show/11265184-payback
Marla Frazee,male,United States,2008,2769831,A Couple of Boys Have the Best Week Ever,Childrens,32,3.9,https://www.goodreads.com/book/show/2769831-a-couple-of-boys-have-the-best-week-ever
Eileen Spinelli,male,United States,2008,5021607,Hug a Bug,Childrens,32,3.53,https://www.goodreads.com/book/show/5021607-hug-a-bug
Suzanne Fisher Staples,female,United States,2008,1842609,The House of Djinn,Young Adult,207,3.69,https://www.goodreads.com/book/show/1842609.The_House_of_Djinn
Cynthia Rylant,female,United States,2008,3551100,Snow,Childrens,40,4.03,https://www.goodreads.com/book/show/3551100-snow
Alec Greven,male,United States,2008,4332027,How to Talk to Girls,Nonfiction,48,3.81,https://www.goodreads.com/book/show/4332027-how-to-talk-to-girls
M. Andrew Sprong,male,United States,2008,6304133,Haley Cork and the Blue Door: The Doors of Veselago,Fantasy,314,4.4,https://www.goodreads.com/book/show/6304133-haley-cork-and-the-blue-door
Barbara L. Clanton,female,United States,2008,6547171,Out of Left Field: Marlee's Story,Glbt,172,3.86,https://www.goodreads.com/book/show/6547171-out-of-left-field
Karen Hesse,male,United States,2008,2801187,Spuds,Childrens,32,3.37,https://www.goodreads.com/book/show/2801187-spuds
Susan Beth Pfeffer,female,United States,2008,2169506,The Dead and the Gone,Young Adult,336,3.84,https://www.goodreads.com/book/show/2169506.The_Dead_and_the_Gone
Hope Anita Smith,female,United States,2008,2078239,Keeping the Night Watch,Poetry,80,4.12,https://www.goodreads.com/book/show/2078239.Keeping_the_Night_Watch
Avi,male,United States,2008,1223606,The Seer of Shadows,Historical,208,3.7,https://www.goodreads.com/book/show/1223606.The_Seer_of_Shadows
M.H. Herlong,female,United States,2008,4185170,The Great Wide Sea,Young Adult,288,3.84,https://www.goodreads.com/book/show/4185170-the-great-wide-sea
Ellen Klages,female,United States,2008,2991629,"White Sands, Red Menace",Historical,344,3.98,https://www.goodreads.com/book/show/2991629-white-sands-red-menace
Janet Taylor Lisle,male,United States,2008,3157940,Highway Cats,Fantasy,112,3.34,https://www.goodreads.com/book/show/3157940-highway-cats
Gary D. Schmidt,male,United States,2008,2064886,Trouble,Young Adult,297,3.88,https://www.goodreads.com/book/show/2064886.Trouble
Linda Sue Park,female,United States,2008,2409270,Keeping Score,Historical,202,3.75,https://www.goodreads.com/book/show/2409270.Keeping_Score
Lynn E. Hazen,female,United States,2008,3322128,Shifty,Young Adult,192,3.92,https://www.goodreads.com/book/show/3322128-shifty
Camilla Läckberg,female,Sweden,2008,25328976,Sjöjungfrun,Mystery,360,3.91,https://www.goodreads.com/book/show/25328976-the-drowning
Sid Fleischman,male,United States,2008,2584435,"The Trouble Begins at 8: A Life of Mark Twain in the Wild, Wild West",Biography,224,3.77,https://www.goodreads.com/book/show/2584435-the-trouble-begins-at-8
John Ajvide Lindqvist,male,Sweden,2008,10807928,Harbor,Horror,500,3.65,https://www.goodreads.com/book/show/10807928-harbor
Leslie Connor,male,United States,2008,2210839,Waiting for Normal,Realistic Fiction,290,4.03,https://www.goodreads.com/book/show/2210839.Waiting_for_Normal
Wendy Mass,female,United States,2008,3223761,Every Soul a Star,Realistic Fiction,322,4.1,https://www.goodreads.com/book/show/3223761-every-soul-a-star
Ingrid Law,male,United States,2008,2133795,Savvy,Fantasy,342,3.97,https://www.goodreads.com/book/show/2133795.Savvy
Mariko Tamaki,female,Canada,2008,2418888,Skim,Sequential Art,143,3.79,https://www.goodreads.com/book/show/2418888.Skim
Johan Theorin,male,Sweden,2008,7178978,The Darkest Room,Mystery,480,3.86,https://www.goodreads.com/book/show/7178978-the-darkest-room
Betty Hechtman,male,United States,2008,2933901,Hooked on Murder,Mystery,280,3.64,https://www.goodreads.com/book/show/2933901-hooked-on-murder
Mark  Thompson,male,United Kingdom,2008,4567298,The White War: Life and Death on the Italian Front 1915-1919,History,454,3.95,https://www.goodreads.com/book/show/4567298-the-white-war
Peter Englund,male,Sweden,2008,10900053,The Beauty and the Sorrow: An Intimate History of the First World War,History,592,4.17,https://www.goodreads.com/book/show/10900053-the-beauty-and-the-sorrow
Bob Shea,male,United States,2008,2904907,Dinosaur vs. Bedtime,Childrens,40,4.02,https://www.goodreads.com/book/show/2904907-dinosaur-vs-bedtime
Kate Steele,male,United States,2008,6288033,Altered Heart,Romance,220,3.68,https://www.goodreads.com/book/show/6288033-altered-heart
Christopher Paolini,male,United States,2008,2248573,Brisingr,Fantasy,748,4.05,https://www.goodreads.com/book/show/2248573.Brisingr
MaryJanice Davidson,female,United States,2008,3166686,Fish Out of Water,Fantasy,270,3.82,https://www.goodreads.com/book/show/3166686-fish-out-of-water
John Barrowman,male,United Kingdom,2008,1847329,Anything Goes,Nonfiction,256,4.03,https://www.goodreads.com/book/show/1847329.Anything_Goes
Karen      Rose,female,United States,2008,2212540,Scream for Me,Romance,436,4.24,https://www.goodreads.com/book/show/2212540.Scream_for_Me
Matthew Quick,male,United States,2008,13539044,The Silver Linings Playbook,Fiction,289,4,https://www.goodreads.com/book/show/13539044-the-silver-linings-playbook
K.J. Parker,male,United Kingdom,2008,3599870,The Company,Fantasy,432,3.45,https://www.goodreads.com/book/show/3599870-the-company
Marcus Eder,male,United States,2008,5661489,Rorschach's Ribs,Fiction,372,3.79,https://www.goodreads.com/book/show/5661489-rorschach-s-ribs
Gilbert Morris,male,United States,2008,2959705,A Conspiracy of Ravens,Mystery,322,3.98,https://www.goodreads.com/book/show/2959705-a-conspiracy-of-ravens
Barack Obama,male,United States,2008,4066507,Change We Can Believe In: Barack Obama's Plan to Renew America's Promise,Politics,288,3.71,https://www.goodreads.com/book/show/4066507-change-we-can-believe-in
Debra Parmley,male,United States,2008,25883365,Dangerous Ties,Westerns,105,3.84,https://www.goodreads.com/book/show/25883365-dangerous-ties
Greg Egan,male,Australia,2008,2425528,Incandescence,Science Fiction,300,3.61,https://www.goodreads.com/book/show/2425528.Incandescence
Suzanne Weyn,female,United States,2008,1932042,The Crimson Thread: A Retelling of Rumpelstiltskin,Fantasy,207,3.77,https://www.goodreads.com/book/show/1932042.The_Crimson_Thread
Anne C. Voorhoeve,male,Germany,2008,11367737,My Family for the War,Historical,416,4.23,https://www.goodreads.com/book/show/11367737-my-family-for-the-war
J.M. DeMatteis,male,United States,2008,2669470,Batman: Going Sane,Sequential Art,160,3.52,https://www.goodreads.com/book/show/2669470-batman
Jason Aaron,male,United States,2008,4328865,Batman: Joker's Asylum,Sequential Art,128,3.89,https://www.goodreads.com/book/show/4328865-batman
Brian Azzarello,male,United States,2008,3134981,Joker,Sequential Art,128,4.05,https://www.goodreads.com/book/show/3134981-joker
Kazu Kibuishi,male,Japan,2008,1238684,The Stonekeeper,Sequential Art,192,4.15,https://www.goodreads.com/book/show/1238684.The_Stonekeeper
David J.  Schwartz,male,United States,2008,1991184,Superpowers,Comics,384,3.25,https://www.goodreads.com/book/show/1991184.Superpowers
Mari Mancusi,female,United States,2008,13501083,Tomorrow Land,Horror,281,3.58,https://www.goodreads.com/book/show/13501083-tomorrow-land
Rob Rogers,male,United States,2008,2324416,Devil's Cape,Comics,416,3.97,https://www.goodreads.com/book/show/2324416.Devil_s_Cape
Brian James,male,United States,2008,2470680,Zombie Blondes,Horror,232,3.03,https://www.goodreads.com/book/show/2470680.Zombie_Blondes
Christopher Golden,male,United States,2008,3348007,Soulless,Horror,310,3.66,https://www.goodreads.com/book/show/3348007-soulless
Jo Graham,male,United States,2008,2192272,Black Ships,Historical,397,3.9,https://www.goodreads.com/book/show/2192272.Black_Ships
Sidney Fox,female,United States,2008,3402344,Haunted Lily: The Nightmare Ball,Horror,324,3.83,https://www.goodreads.com/book/show/3402344-haunted-lily
Susann Julieva,male,Germany,2008,13630086,Triangle: The Complete Series,Romance,240,4.1,https://www.goodreads.com/book/show/13630086-triangle
D.M. Andrews,male,United Kingdom,2008,13519964,The Serpent in the Glass,Fantasy,234,3.71,https://www.goodreads.com/book/show/13519964-the-serpent-in-the-glass
C.M. Gray,male,United Kingdom,2008,25569003,Shadowland,Fantasy,217,3.8,https://www.goodreads.com/book/show/25569003-shadowland
Mark A. Cooper,male,United Kingdom,2008,4630239,Fledgling,Young Adult,220,4.25,https://www.goodreads.com/book/show/4630239-fledgling
Barbara O'Neal,female,United States,2008,4944721,The Lost Recipe for Happiness,Fiction,452,3.83,https://www.goodreads.com/book/show/4944721-the-lost-recipe-for-happiness
Jess Dee,female,Australia,2008,5822279,Photo Opportunity,Romance,244,3.57,https://www.goodreads.com/book/show/5822279-photo-opportunity
John Simpson,male,United States,2008,4203091,Condor One,Romance,212,3.32,https://www.goodreads.com/book/show/4203091-condor-one
John Piper,male,United States,2008,3311553,Spectacular Sins: And Their Global Purpose in the Glory of Christ,Religion,121,4.31,https://www.goodreads.com/book/show/3311553-spectacular-sins
Josh Bazell,male,United States,2008,3173125,Beat the Reaper,Fiction,310,3.79,https://www.goodreads.com/book/show/3173125-beat-the-reaper
Hailey Abbott,female,United States,2008,2946591,Forbidden Boy,Young Adult,256,3.63,https://www.goodreads.com/book/show/2946591-forbidden-boy
Lisa Sonora,male,United States,2008,4545561,The Creative Entrepreneur: A DIY Visual Guidebook for Making Business Ideas Real,Business,128,4.08,https://www.goodreads.com/book/show/4545561-the-creative-entrepreneur
Carlton Mellick III,male,United States,2008,6011949,Apeshit,Horror,178,3.69,https://www.goodreads.com/book/show/6011949-apeshit
Lynda Barry,female,United States,2008,2086132,What It Is,Sequential Art,210,4.08,https://www.goodreads.com/book/show/2086132.What_It_Is
Scott Sigler,male,United States,2008,2331954,Infected,Horror,342,3.84,https://www.goodreads.com/book/show/2331954.Infected
Y.B. Mangunwijaya,male,Indonesia,2008,3060904,Rara Mendut: Sebuah Trilogi,Novels,806,4.18,https://www.goodreads.com/book/show/3060904-rara-mendut
Tom Rob Smith,male,United Kingdom,2008,2161733,Child 44,Fiction,12,4.09,https://www.goodreads.com/book/show/2161733.Child_44
Izumi Tsubaki,female,Japan,2008,8976455,"Oresama Teacher, Vol. 1",Sequential Art,192,4.15,https://www.goodreads.com/book/show/8976455-oresama-teacher-vol-1
Kanan Minami,male,Japan,2008,6558209,"Kyou, Koi wo Hajimemasu Vol 01",Sequential Art,187,4.1,https://www.goodreads.com/book/show/6558209-kyou-koi-wo-hajimemasu-vol-01
Rinko Ueda,female,Japan,2008,6801573,裸足でバラを踏め [Hadashi de Bara wo Fume] 1,Sequential Art,192,4.06,https://www.goodreads.com/book/show/6801573-stepping-on-roses-vol-1
Stuart Ross McCallum,male,United Kingdom,2008,3398701,"Beyond My Control: One Man's Struggle with Epilepsy, Seizure Surgery & Beyond",Nonfiction,108,4.36,https://www.goodreads.com/book/show/3398701-beyond-my-control
Suzanne McLeod,male,United Kingdom,2008,4278916,The Sweet Scent of Blood,Fantasy,363,3.61,https://www.goodreads.com/book/show/4278916-the-sweet-scent-of-blood
Dru Pagliassotti,female,United States,2008,2693142,Clockwork Heart,Science Fiction,390,3.78,https://www.goodreads.com/book/show/2693142-clockwork-heart
Clyde Edgerton,male,United States,2008,2451044,The Bible Salesman,Fiction,238,3.1,https://www.goodreads.com/book/show/2451044.The_Bible_Salesman
Peter Trachtenberg,male,United States,2008,3520521,The Book of Calamities: Five Questions About Suffering and Its Meaning,Nonfiction,464,4.15,https://www.goodreads.com/book/show/3520521-the-book-of-calamities
Todd A. Fonseca,male,United States,2008,4541172,The Time Cavern,Science Fiction,164,3.89,https://www.goodreads.com/book/show/4541172-the-time-cavern
Mark Walden,male,United Kingdom,2008,4617762,Escape Velocity,Science Fiction,343,4.27,https://www.goodreads.com/book/show/4617762-escape-velocity
Roland Smith,male,United States,2008,3599149,Independence Hall,Mystery,293,4.05,https://www.goodreads.com/book/show/3599149-independence-hall
Penny Jordan,female,United Kingdom,2008,3391762,Silk,Historical,672,3.81,https://www.goodreads.com/book/show/3391762-silk
Cara Lockwood,female,United States,2008,1603125,Moby Clique,Young Adult,304,3.8,https://www.goodreads.com/book/show/1603125.Moby_Clique
James D. Doss,male,United States,2008,4204981,Snake Dreams,Mystery,336,3.88,https://www.goodreads.com/book/show/4204981-snake-dreams
Michelle Richmond,male,United States,2008,2512103,No-One You Know,Fiction,336,3.55,https://www.goodreads.com/book/show/2512103.No_One_You_Know
Memphis86,male,United States,2008,11128896,The Seahorse,Romance,109,3.63,https://www.goodreads.com/book/show/11128896-the-seahorse
James Lear,male,United States,2008,3329309,The Secret Tunnel,Romance,308,3.74,https://www.goodreads.com/book/show/3329309-the-secret-tunnel
Lisa Marie Davis,female,United States,2008,5941535,When Love Comes Back Around,Romance,63,3.44,https://www.goodreads.com/book/show/5941535-when-love-comes-back-around
Autumn Dawn,male,United States,2008,3931196,No Words Alone,Romance,292,3.73,https://www.goodreads.com/book/show/3931196-no-words-alone
Cheryl Brooks,female,United States,2008,2958520,Slave,Romance,314,3.43,https://www.goodreads.com/book/show/2958520-slave
Robert Paul Weston,male,United Kingdom,2008,3284192,Zorgamazoo,Fantasy,281,4.05,https://www.goodreads.com/book/show/3284192-zorgamazoo
Molly Evangeline,female,United States,2008,6280641,The Pirate Daughter's Promise,Historical,240,3.83,https://www.goodreads.com/book/show/6280641-the-pirate-daughter-s-promise
Ann VanderMeer,female,United States,2008,3369511,"Fast Ships, Black Sails",Fantasy,272,3.48,https://www.goodreads.com/book/show/3369511-fast-ships-black-sails
Eric Jerome Dickey,male,United States,2008,1372498,Pleasure,Adult Fiction,464,4.15,https://www.goodreads.com/book/show/1372498.Pleasure
Nase Yamato,female,Japan,2008,6460220,Cigarette Kisses,Sequential Art,224,3.73,https://www.goodreads.com/book/show/6460220-cigarette-kisses
Mika Sadahiro,male,Japan,2008,3315240,"Pathos, Volume 1",Sequential Art,189,3.61,https://www.goodreads.com/book/show/3315240-pathos-volume-1
Nanae Chrono,male,Japan,2008,2465823,"Vassalord, Volume 1",Sequential Art,192,3.95,https://www.goodreads.com/book/show/2465823.Vassalord_Volume_1
Kai Asou,male,Japan,2008,11388800,Only Serious About You 1,Sequential Art,176,4.31,https://www.goodreads.com/book/show/11388800-only-serious-about-you-1
Farahad Zama,male,India,2008,5833419,The Marriage Bureau for Rich People,Fiction,293,3.63,https://www.goodreads.com/book/show/5833419-the-marriage-bureau-for-rich-people
Robin Palmer,female,United States,2008,1757580,Cindy Ella,Young Adult,264,3.7,https://www.goodreads.com/book/show/1757580.Cindy_Ella
Catherine M. Wilson,male,United States,2008,5312123,The Warrior's Path,Fantasy,264,3.98,https://www.goodreads.com/book/show/5312123-the-warrior-s-path
Robert Liparulo,male,United States,2008,2490519,Watcher in the Woods,Fantasy,292,4.15,https://www.goodreads.com/book/show/2490519.Watcher_in_the_Woods
Jim Benton,male,United States,2008,4702458,It's Not My Fault I Know Everything,Humor,128,4.21,https://www.goodreads.com/book/show/4702458-it-s-not-my-fault-i-know-everything
Shelagh Watkins,male,United Kingdom,2008,5504848,Forever Friends,Short Stories,280,4.41,https://www.goodreads.com/book/show/5504848-forever-friends
Yuyuko Takemiya,female,Japan,2008,9750705,Toradora! Vol. 1,Sequential Art,192,4.26,https://www.goodreads.com/book/show/9750705-toradora-vol-1
Otsuichi,male,Japan,2008,3832022,Goth,Sequential Art,221,3.89,https://www.goodreads.com/book/show/3832022-goth
Rei Hiroe,male,Japan,2008,3430693,"Black Lagoon, Vol. 1",Sequential Art,206,4.1,https://www.goodreads.com/book/show/3430693-black-lagoon-vol-1
Jennifer Erin Valent,female,United States,2008,4859743,Fireflies in December,Historical,344,3.97,https://www.goodreads.com/book/show/4859743-fireflies-in-december
Siobhan Dowd,female,United Kingdom,2008,2856645,Bog Child,Young Adult,321,3.79,https://www.goodreads.com/book/show/2856645-bog-child
Peggy Webb,female,United States,2008,3828687,Elvis and the Dearly Departed,Mystery,295,3.54,https://www.goodreads.com/book/show/3828687-elvis-and-the-dearly-departed
Gloria Tesch,female,United States,2008,6350887,Maradonia and the Seven Bridges,Fantasy,810,1.85,https://www.goodreads.com/book/show/6350887-maradonia-and-the-seven-bridges
Leslie Carroll,female,United States,2008,3494957,Royal Affairs: A Lusty Romp Through the Extramarital Adventures That Rocked the British Monarchy,History,447,3.85,https://www.goodreads.com/book/show/3494957-royal-affairs
Sandra Gulland,male,United States,2008,2262073,Mistress of the Sun,Historical,382,3.81,https://www.goodreads.com/book/show/2262073.Mistress_of_the_Sun
Charlotte Hughes,female,United States,2008,1235709,What Looks Like Crazy,Womens Fiction,261,3.73,https://www.goodreads.com/book/show/1235709.What_Looks_Like_Crazy
Ulrike Schweikert,male,Germany,2008,2557605,Nosferas,Fantasy,447,3.86,https://www.goodreads.com/book/show/2557605.Nosferas
Jasper Fforde,male,United Kingdom,2009,2113260,Shades of Grey,Fantasy,400,4.14,https://www.goodreads.com/book/show/2113260.Shades_of_Grey
Alyson Noel,female,United States,2009,3975774,Evermore,Young Adult,301,3.59,https://www.goodreads.com/book/show/3975774-evermore
Janet Evanovich,male,United States,2009,6048530,Finger Lickin' Fifteen,Mystery,308,3.99,https://www.goodreads.com/book/show/6048530-finger-lickin-fifteen
Jodi Picoult,female,United States,2009,3720975,Handle with Care,Fiction,453,3.97,https://www.goodreads.com/book/show/3720975-handle-with-care
Dan Brown,male,United States,2009,6411961,The Lost Symbol,Fiction,509,3.69,https://www.goodreads.com/book/show/6411961-the-lost-symbol
Seth Grahame-Smith,male,United States,2009,5899779,Pride and Prejudice and Zombies,Fiction,320,3.29,https://www.goodreads.com/book/show/5899779-pride-and-prejudice-and-zombies
Jennifer Ashley,female,United States,2009,5981872,The Madness of Lord Ian Mackenzie,Romance,320,4.05,https://www.goodreads.com/book/show/5981872-the-madness-of-lord-ian-mackenzie
Jenny Han,male,United States,2009,5821978,The Summer I Turned Pretty,Young Adult,276,3.94,https://www.goodreads.com/book/show/5821978-the-summer-i-turned-pretty
Ilona Andrews,male,Russia,2009,6329547,On the Edge,Fantasy,340,4.03,https://www.goodreads.com/book/show/6329547-on-the-edge
Bree Despain,female,United States,2009,6380822,The Dark Divine,Young Adult,372,3.8,https://www.goodreads.com/book/show/6380822-the-dark-divine
Justina Chen,male,United States,2009,3238153,North of Beautiful,Young Adult,373,3.92,https://www.goodreads.com/book/show/3238153-north-of-beautiful
Lucy Christopher,female,United Kingdom,2009,6408862,Stolen: A Letter to My Captor,Young Adult,304,3.93,https://www.goodreads.com/book/show/6408862-stolen
Lili St. Crow,female,Mexico,2009,6006518,Strange Angels,Fantasy,293,3.78,https://www.goodreads.com/book/show/6006518-strange-angels
Maggie Stiefvater,female,United States,2009,6068551,Shiver,Young Adult,390,3.77,https://www.goodreads.com/book/show/6068551-shiver
Faith Hunter,female,United States,2009,5585788,Skinwalker,Fantasy,320,3.9,https://www.goodreads.com/book/show/5585788-skinwalker
D.B. Reynolds,male,United States,2009,6398385,Raphael,Paranormal,248,3.95,https://www.goodreads.com/book/show/6398385-raphael
Molly Harper,female,United States,2009,5618698,Nice Girls Don't Have Fangs,Paranormal,355,3.91,https://www.goodreads.com/book/show/5618698-nice-girls-don-t-have-fangs
Chloe Neill,female,United States,2009,4447622,Some Girls Bite,Fantasy,341,4,https://www.goodreads.com/book/show/4447622-some-girls-bite
Guillermo del Toro,male,Mexico,2009,6065215,The Strain,Horror,403,3.78,https://www.goodreads.com/book/show/6065215-the-strain
Jeff Lemire,male,Canada,2009,6096829,Essex County,Sequential Art,512,4.3,https://www.goodreads.com/book/show/6096829-essex-county
David Small,male,United States,2009,6407014,Stitches,Sequential Art,329,4.03,https://www.goodreads.com/book/show/6407014-stitches
John Layman,male,United States,2009,6839093,"Chew, Vol. 1: Taster's Choice",Sequential Art,128,3.94,https://www.goodreads.com/book/show/6839093-chew-vol-1
David Mazzucchelli,male,United States,2009,4070095,Asterios Polyp,Sequential Art,344,4.18,https://www.goodreads.com/book/show/4070095-asterios-polyp
Julie Anne Peters,female,United States,2009,5982436,Rage: A Love Story,Lgbt,296,3.65,https://www.goodreads.com/book/show/5982436-rage
Amber Lehman,male,United States,2009,6850588,Torn,Lgbt,404,3.77,https://www.goodreads.com/book/show/6850588-torn
Dale Peck,male,United States,2009,6217775,Sprout,Young Adult,277,3.76,https://www.goodreads.com/book/show/6217775-sprout
Ellen Hopkins,female,United States,2009,5510384,Tricks,Young Adult,627,4.29,https://www.goodreads.com/book/show/5510384-tricks
Brian Katcher,male,United States,2009,5982474,Almost Perfect,Young Adult,368,3.85,https://www.goodreads.com/book/show/5982474-almost-perfect
Nick Burd,male,United States,2009,6017769,The Vast Fields of Ordinary,Young Adult,309,3.93,https://www.goodreads.com/book/show/6017769-the-vast-fields-of-ordinary
Erick Setiawan,male,Indonesia,2009,6240758,Of Bees and Mist,Fiction,404,3.76,https://www.goodreads.com/book/show/6240758-of-bees-and-mist
Kathryn Stockett,female,United States,2009,4667024,The Help,Fiction,465,4.46,https://www.goodreads.com/book/show/4667024-the-help
Jamie Ford,male,United States,2009,3367956,Hotel on the Corner of Bitter and Sweet,Historical,290,4,https://www.goodreads.com/book/show/3367956-hotel-on-the-corner-of-bitter-and-sweet
Alan Bradley,male,Canada,2009,40605285,The Sweetness at the Bottom of the Pie,Mystery,386,3.81,https://www.goodreads.com/book/show/40605285-the-sweetness-at-the-bottom-of-the-pie
Hilary Mantel,female,United Kingdom,2009,6101138,Wolf Hall,Historical,653,3.86,https://www.goodreads.com/book/show/6101138-wolf-hall
William R. Forstchen,male,United States,2009,4922079,One Second After,Fiction,352,3.93,https://www.goodreads.com/book/show/4922079-one-second-after
Gwen Cooper,female,United States,2009,6261477,Homer's Odyssey,Nonfiction,287,4.19,https://www.goodreads.com/book/show/6261477-homer-s-odyssey
Juliet Marillier,female,New Zealand,2009,6278019,Heart's Blood,Fantasy,405,4.09,https://www.goodreads.com/book/show/6278019-heart-s-blood
Jessica Verday,male,United States,2009,2998814,The Hollow,Young Adult,513,3.75,https://www.goodreads.com/book/show/2998814-the-hollow
Jeri Smith-Ready,female,United States,2009,6648020,Shade,Young Adult,309,3.86,https://www.goodreads.com/book/show/6648020-shade
Carolyn MacCullough,female,United States,2009,6393119,Once a Witch,Young Adult,292,3.75,https://www.goodreads.com/book/show/6393119-once-a-witch
Anne Osterlund,female,United States,2009,5711714,Academy 7,Young Adult,272,3.81,https://www.goodreads.com/book/show/5711714-academy-7
Glenn Beck,male,United States,2009,6478256,"Glenn Beck's Common Sense: The Case Against an Out-of-Control Government, Inspired by Thomas Paine",Politics,174,3.81,https://www.goodreads.com/book/show/6478256-glenn-beck-s-common-sense
Joe Abercrombie,male,United Kingdom,2009,2315892,Best Served Cold,Fantasy,534,4.18,https://www.goodreads.com/book/show/2315892.Best_Served_Cold
Jaye Wells,female,United States,2009,6056520,Red-Headed Stepchild,Fantasy,325,3.7,https://www.goodreads.com/book/show/6056520-red-headed-stepchild
Susane Colasanti,female,United States,2009,5168517,Waiting for You,Young Adult,320,3.84,https://www.goodreads.com/book/show/5168517-waiting-for-you
Aprilynne Pike,female,United States,2009,5056084,Wings,Fantasy,290,3.75,https://www.goodreads.com/book/show/5056084-wings
Gillian Shields,female,United Kingdom,2009,5266655,Immortal,Young Adult,360,3.53,https://www.goodreads.com/book/show/5266655-immortal
Lisa Mantchev,female,United States,2009,3817859,Eyes Like Stars,Fantasy,352,3.72,https://www.goodreads.com/book/show/3817859-eyes-like-stars
Cherise Sinclair,female,United States,2009,6734445,"Masters of the Shadowlands (Masters of the Shadowlands, #1-2)",Erotica,350,4.51,https://www.goodreads.com/book/show/6734445-masters-of-the-shadowlands
Tymber Dalton,female,United States,2009,15739921,The Reluctant Dom,Erotica,285,4.17,https://www.goodreads.com/book/show/15739921-the-reluctant-dom
Cherie Priest,female,United States,2009,1137215,Boneshaker,Science Fiction,416,3.5,https://www.goodreads.com/book/show/1137215.Boneshaker
Sarah Palin,female,United States,2009,6922622,Going Rogue: An American Life,Biography,413,3.28,https://www.goodreads.com/book/show/6922622-going-rogue
Lev Grossman,male,United States,2009,6101718,The Magicians,Fantasy,402,3.5,https://www.goodreads.com/book/show/6101718-the-magicians
J. Conrad Guest,male,United States,2009,7490715,Backstop: A Baseball Love Story in Nine Innings,Contemporary,222,4.48,https://www.goodreads.com/book/show/7490715-backstop
Dia Reeves,male,United States,2009,6364657,Bleeding Violet,Young Adult,454,3.63,https://www.goodreads.com/book/show/6364657-bleeding-violet
Jonas Jonasson,male,Sweden,2009,36578942,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,Fiction,396,3.82,https://www.goodreads.com/book/show/36578942-the-hundred-year-old-man-who-climbed-out-of-the-window-and-disappeared
Lorrie Moore,female,United States,2009,6076387,A Gate at the Stairs,Fiction,322,3.15,https://www.goodreads.com/book/show/6076387-a-gate-at-the-stairs
Ted Dekker,male,Indonesia,2009,3851380,Kiss,Christian Fiction,322,3.78,https://www.goodreads.com/book/show/3851380-kiss
Tonya Hurley,female,United States,2009,5633958,Homecoming,Young Adult,285,3.45,https://www.goodreads.com/book/show/5633958-homecoming
